"Group","GID","CGMS1","CGMS2","MCMDS","DM","DMsg","PLTHT","BRNHT1","HI","logDYLD","logFYLD","logTOPYLD","logRTNO"
"nrTP","AR124:250107818",-0.235354249605162,-0.0695398349030468,-0.0379030562511042,0.35071709019981,0.19093688913163,1.6449025524357,14.9023709413339,-0.0072504691800521,-0.0639427827868681,-0.0666040747331088,-0.0257842844494331,-0.0635721768335933
"nrTP","AR1410:250399710",0.0615380118843512,0.0176280155877214,-0.0342705392197512,1.30488665299842,-0.00845612727674504,1.14809313986689,10.9950221051752,-0.0146196965353259,-0.137493583346901,-0.181971313931407,-0.118779639904938,-0.0704673360835281
"nrTP","AR144:250107805",0.104172342809478,0.0505900313187544,0.0205940256185797,0.164432479754043,-0.650818538396228,1.24874123597088,-9.67768349155332,0.0120180191359431,-0.0406636253689371,-0.00308728761925157,-0.0608860354185288,-0.0106095573677049
"nrTP","AR155:250134515",-0.060004552269156,-0.108586566818123,-0.0231478097705676,0.285042058948753,0.495359906508408,-13.3146238984219,-5.13456488523769,-0.00855435628594412,-0.0241338998789885,-0.0221235318629555,0.00511044460636811,-0.0117479305737707
"nrTP","AR182:250134520",0.0114716009490927,0.0444825644819543,0.0304280512753267,0.198185654445884,0.311315003223778,5.19972378769355,13.41277385779,0.0201123887989882,0.137550220636926,0.0849891602433975,0.0179337895436402,0.0141405479916315
"nrTP","AR311:250134529",-0.516664460878123,-0.0541967616539073,-0.0532998916697352,0.140732191015033,0.636183346753766,-9.75838144747152,11.8753915814197,-0.0214922007669302,-0.0670160148903007,-0.0604229456577746,-0.0412624476435984,-0.0448172025022054
"nrTP","AR3913:250134481",0.159888062089171,0.0275204447967142,0.057246745123235,-0.362221169639198,-0.675750182294054,-6.21396621571835,10.0375997421975,-7.79487952889981e-05,-0.160237705461313,-0.0612558551834563,-0.103882193510586,-0.0104186400690799
"nrTP","AR945:250107873",-0.281782952937766,-0.0374355977717979,-0.0698900392363762,0.537142137187374,0.343738340546066,-2.95014424650861,2.84023169763398,0.0261929895792126,0.0112091879710424,-0.0443047784000792,-0.0849883237782993,0.0211128315065136
"nrTP","AR95:250107813",-0.247104577903583,0.0726166433914565,-0.0781109378381583,1.02237787926096,0.697039870852366,-2.69519486364551,8.53356674204129,0.00684266198874623,0.0134850384987695,-0.0468601104487403,-0.0367670165206334,-0.0268703528230193
"nrTP","CH92108:250090858",0.117999025275982,0.128477191615492,-0.0551755134908491,-1.03814169313358,0.220213125561521,-11.3449162130154,1.84523289452365,0.0349341024713056,0.0124997953650364,0.0332268683225239,-0.0905995764814602,0.057738299036521
"nrTP","CO08002:250399753",0.160218858696081,0.0706992488780689,0.0327931952831216,-0.528215702503068,-0.643566378273371,2.04729125989648,-6.27050851940038,-0.0279617477183263,-0.132314224407884,-0.175193175111085,-0.0429912623264545,-0.0831128148294435
"nrTP","CO08016:250399755",-0.286313917892291,-0.0358435545673259,-0.0318586089571427,0.46925215209579,0.226331127848966,-7.51613608292879,-4.18000276750068,-0.0180883482047765,-0.0135294022336587,-0.0824522499754332,-0.0705149539924987,-0.0667490317841901
"nrTP","CO08019:250368001",0.00299801706511564,0.0578675327502318,0.019636503909753,-0.929910666687952,-0.518694316289836,9.09297994877662,-1.5961211576966,-0.0141579618453844,-0.00191296951455026,-0.077453365806274,-0.0109487431370315,-0.00787444829049534
"nrTP","CO08020:250367980",-0.150400025751167,0.0166777937187759,0.0607156988002642,-1.2110822570083,-0.797580635489216,2.60724541511305,-12.4183105671474,-0.000470035145364046,-0.123339724056954,-0.146781385000229,-0.0954519688245209,-0.0619953296404193
"nrTP","CO08022:250368021",-0.263196097406028,-0.0654149386164869,0.0104569712044791,0.326396100508791,0.228050482748682,-5.76363468245565,-2.46676202860669,0.00395603502697965,0.00607195681770196,-0.070937019111954,-0.0521068386792131,-0.0418232711772543
"nrTP","COB1103:250107963",0.0991231392795401,0.019277316009464,0.000241370988532977,0.154124670668235,0.183052024518572,5.99751370685656,6.92244993691419,-0.00183902790744384,-0.0514590239061685,-0.0782002761175516,-0.0843970362269182,0.0167274700710615
"nrTP","COB1139:250107922",0.273381119595252,0.0114512137539782,0.0533343013803888,-0.599766696755495,-0.225724924899761,3.76730192652359,-1.29265237684091,-0.0101887420708445,-0.144521531401444,-0.0738968058571074,-0.0498773854985986,-0.0578426801370602
"nrTP","COB1163:250107931",0.26837137226132,0.0168290786934834,0.0615541202534607,0.0192078951477533,0.555335833339574,0.859300973369261,-4.02733831946725,-0.0103906218290286,-0.10260115104365,-0.0424418781379563,-0.0338012774636473,0.0124944054557439
"nrTP","COB4100:250107907",0.209578335042381,-0.00624809123043332,0.0239060443547534,0.111185112826752,0.322302212914792,-1.44385284794965,-7.58031696949729,0.00897661011325982,-0.04642566794398,0.0589052841966297,0.0218318197424633,0.0467250154459334
"nrTP","COB427:250107965",0.269270500355033,-0.0269408764250233,-0.0165310993273592,-0.097882439725323,-0.158488275962119,1.19446428181342,-8.64130982662935,0.0127387300473092,-0.0286231749547631,0.0500429105075138,0.0432931170488936,0.0257800441712455
"nrTP","COB452:250107909",0.191512895663028,-0.0379349259043799,-0.00368640078738664,-0.317567213654745,0.123107865104358,-1.383493543713,-6.10962203775489,0.00355983756999425,-0.0424435923692577,-0.00968026324931519,-0.0280939753571064,0.0250271373282935
"nrTP","COB474:250107927",0.150262940558021,0.0419458288771571,-0.00758159195296593,0.111898339046411,0.149433060968348,-3.46822875838258,-0.733614708022506,0.00900267919215606,-0.0707746603445728,-0.0383918639601342,-0.0809584474553054,0.0127926993506915
"nrTP","COB475:250107987",0.310317702136733,-0.0117653233541417,-0.0341646868489587,-0.290718911111892,0.500096342268885,-3.25489413792441,3.31895426066802,0.00677844089355153,-0.0265329785448186,0.0239675712558445,0.0120684830142068,0.0919525420386967
"nrTP","COB477:250107933",0.289380210923569,0.0277325522371534,0.0153599962744357,-0.107431555543263,0.6489794786904,-5.34185055806985,-2.79322547100605,-0.017721772352114,-0.0737546326523201,-0.0819570105203325,-0.0392404734245641,-0.0390194680999888
"nrTP","COB479:250107962",0.253814714705135,0.00626425386953002,-0.0211340012057656,0.228291468443485,0.268768826084187,4.70699940693062,-2.85249424432509,-0.0082968801258821,-0.100528321658158,-0.072364631364976,-0.0710137004847249,0.0249920279554594
"nrTP","COB5104:250107932",0.0506516945800794,0.0298480563634208,-0.00802037565889262,0.0975909587647898,0.135630095482458,1.49513147907261,-7.5485590979073,-0.0350213773016807,-0.239415881648088,-0.144139606018924,-0.0626385479050635,-0.038732254513371
"nrTP","COB511:250399801",0.228815769684436,-0.0189297325229995,-0.020778610815772,0.267799900408271,0.295422597409011,6.93606735222602,6.71296256552006,-0.00180157406425306,-0.0805976838568755,-0.110035234451161,-0.139176385232196,0.0376457179026278
"nrTP","COB512:250107916",0.216888659408256,-0.0179683261151023,-0.0239043297573675,0.311857058145272,0.291586547500652,7.22539760329312,6.39066801608099,-0.00105923190796837,-0.0856188314976744,-0.114131119399734,-0.139094753269161,0.0356488088753813
"nrTP","COB517:250107949",-0.258341530422693,-0.0544922128369575,-0.0255156149228852,-0.0576423895247559,0.24785935122801,1.14120029554579,-6.23115646937679,0.0288745476700532,-0.00182783537108029,0.0798363457822158,-0.0207727633638339,0.0800390966186566
"nrTP","COB524:250107937",-0.241678467219906,-0.0860298948183222,-0.00850844840678007,-0.0734784518668117,-0.0730653730912278,4.76639953609211,0.10094610676047,0.00796260946379213,-0.102220924632532,0.0620015973310936,0.0653340597198097,0.0343994047763849
"nrTP","COB528:250107939",0.243707830457297,-0.0215403430091213,-0.0457942927584885,-0.249230208815013,0.669330460273564,-5.39436861456386,-8.18258390633854,0.00456425836397126,0.00653145406073252,0.0292541397244117,0.0361305695235802,0.0884183512609133
"nrTP","COB536:250134468",-0.000602603975251602,0.0450762582432754,-0.0227698522207171,0.542152038294286,0.48951496513279,3.36777571930457,-7.95662089169881,0.0101586832378327,0.0126543593738612,0.00608984679504912,-0.0424267840680294,0.0484953202259482
"nrTP","COB54:250107982",0.00373173635293979,0.0407346640615615,-0.0255521498555999,0.505452536538545,0.470689810133712,4.64196467124767,-4.02379208074031,0.00557315589976735,0.0193876207712736,0.0104271885511638,-0.0275619374783663,0.0555919328300627
"nrTP","COB544:250107930",-0.289851222056628,-0.0867340354585934,-0.00639950044151406,-0.086294155645805,-0.110095886097302,4.42062429820116,-0.290450290764246,0.00817652510757939,-0.10050831620842,0.0647152936528862,0.0665592186354286,0.0358978920179528
"nrTP","COB548:250107988",0.240246750042281,-0.021192174193388,-0.0208612658181618,0.25682886617324,0.310213285616149,7.03552743016645,5.57133391313192,-0.00461234423150127,-0.0866734726418199,-0.120909927106532,-0.142584459912166,0.0353129044315269
"nrTP","COB553:250107966",0.151088293043414,-0.0180988931165273,-0.0214353165256838,0.28173812438272,0.262400982901645,7.30554622299144,6.88938503043078,-0.00862709358127639,-0.0764369457177969,-0.118752063986466,-0.131057559078699,0.036737832208548
"nrTP","COB557:250107999",0.0171451402904213,0.00649354206181452,-0.0374869054641317,0.269863851096371,0.33773003114214,-0.537966824519984,-6.88571146003391,-0.00924053154494115,0.0752624600567957,-0.00459163733798114,-0.0192341900603082,0.0362947874853409
"nrTP","COB561:250107915",0.130864281169765,0.0533310817746799,-0.00192655717346053,0.23661438484651,0.190169257530467,-3.62853112984986,1.95103280765078,0.0118088784082952,-0.0605427949025618,-0.00409391545450402,-0.0643932515168239,-0.0101807807723161
