"Group","GID","CGMS1","CGMS2","DM","DMsg","PLTHT","BRNHT1","HI","logDYLD","logFYLD","logTOPYLD","logRTNO"
"nrTP","AR124:250107818",-0.120740733192196,-0.0507483963096913,0.360248734412703,0.19118151852031,7.73038213147534,16.7447682916518,-0.00813330834162425,-0.0375888148817613,-0.0529872642488833,-0.0186159791057412,-0.0638904886696629
"nrTP","AR1410:250399710",0.0636609288205918,0.0110374701664912,1.31981026108925,-0.0195984366890245,3.80843160757458,10.3499267843511,-0.0168914898918768,-0.1817560976443,-0.166231733542662,-0.106244279682669,-0.0512002880274563
"nrTP","AR144:250107805",0.05034405083783,0.0529826990752234,0.164230277323194,-0.645343449751132,3.6073979081358,-10.6701497169523,0.00825772169709095,0.0192524748023942,0.0195154724278838,-0.0497895424612175,-0.0266220756250345
"nrTP","AR155:250134515",0.14767773686787,-0.118108745769861,0.296701180828039,0.492990697851425,-18.3840421359657,-10.33655982796,-0.00841074957318585,-0.0244977173334791,0.0182217985489297,0.0236129061281821,-0.00609782387819932
"nrTP","AR182:250134520",0.0460693762042464,0.0166571835306023,0.197261738510289,0.310478190665496,6.41709433023127,9.6007571609631,0.011381720847788,0.0497450366699101,0.0817134501273531,0.0339451348621862,0.0157379646237864
"nrTP","AR311:250134529",-0.549924798648187,-0.0433050331405214,0.144654258507928,0.63430004417537,-15.0112551791702,11.188811781478,-0.0180051229577509,-0.0708986904454055,-0.0356556187033727,-0.0532400172995368,-0.0399011478690966
"nrTP","AR3913:250134481",0.339615229854008,-0.00466289765270985,-0.363684972888591,-0.688384734670469,-11.6799952241916,15.0581263575776,0.0020249275586751,0.00822857950493592,0.0178297770414263,-0.0831325285972001,0.00596193218035047
"nrTP","AR945:250107873",-0.41729058918663,-0.0492490180268998,0.546817718761137,0.340276832784209,-2.27354710657593,1.64908045928672,0.0307871351862142,-0.0150964436582383,-0.0343211927240131,-0.0864943822986213,0.0261382883558402
"nrTP","AR95:250107813",-0.386062513794213,0.0864225989031595,1.00538486041982,0.692966511479838,-4.89003210796878,3.52729890143629,0.00944097214877779,0.0663199392113725,0.00837934445763069,-0.0288028177514863,-0.00973393835256099
"nrTP","CH92108:250090858",-0.226449572583153,0.156212417024541,-1.0370392467933,0.214173128493004,-6.87359667631093,7.2794122194895,0.0360853147112775,0.0703036532529776,0.0854269376487848,-0.0818142623085767,0.0953610821717744
"nrTP","CO08002:250399753",0.14760825010163,0.100302230334466,-0.511771602398416,-0.635738716773549,1.89097542849386,-13.1979542961353,-0.020309960522744,-0.182833476329907,-0.146269600917069,-0.0517418801895982,-0.0502438360296561
"nrTP","CO08016:250399755",-0.267407796283033,-0.00249221273510508,0.475194233726034,0.229400215394257,-4.6562945779083,-2.08137686781388,-0.0296929317651023,-0.0805783870032616,-0.10825053517044,-0.0770704234813867,-0.0894112590915607
"nrTP","CO08019:250368001",0.0670240100761572,0.0446922685140308,-0.927057370958346,-0.514557212425638,5.61898581955823,-4.33224005451933,-0.0156469444622227,0.0505986822998199,-0.0326406702373617,0.00598219140668922,0.000475214882858974
"nrTP","CO08020:250367980",-0.368734604131524,0.0176096116883823,-1.20541405499403,-0.791429481961322,2.63121418460138,-10.3458484538446,0.000953096870300777,-0.164258739239287,-0.203202540187712,-0.11757504973792,-0.0453552246953828
"nrTP","CO08022:250368021",-0.633187070418693,-0.0520292745177965,0.333918990974173,0.227641211196927,-5.3836031177921,-2.65451547863153,0.00574104780204833,-0.0422829455179777,-0.0852326917291525,-0.0704221658899745,-0.0461148146375116
"nrTP","COB1103:250107963",0.0680388678413636,0.0454169489946723,0.185607387657134,0.18078765083862,11.4440629595853,7.18332456137369,-0.00217601120097078,0.0964616799620559,-0.0668955066093799,-0.0690306667705048,0.0662136220540997
"nrTP","COB1139:250107922",0.302555990642892,-0.00308590236918737,-0.620159443892323,-0.22371865843587,4.36077707883289,-6.83556291223254,0.000373936855216026,-0.158142093432833,-0.0638867309852071,-0.0665794040924606,-0.038631296418897
"nrTP","COB1163:250107931",0.435710696271041,0.00014521460169245,0.0528046964437725,0.543278835459982,2.3255142729369,-2.2366181733908,-0.0136522150425181,-0.0966218455056489,-0.0967755388739583,-0.0518700055594805,0.0357680298576177
"nrTP","COB4100:250107907",0.277014509260677,0.0130835895210559,0.0992178378774316,0.326735845177767,-1.29548183699193,-3.90944379520989,0.00698536697569065,-0.0249208166279212,0.0777059679135435,0.0356979855325166,0.0677275876723343
"nrTP","COB427:250107965",0.506718466062642,0.0101665678423375,-0.0807608178190618,-0.151459110016084,4.0048203037644,-8.70444260095081,0.0126402376044895,0.0200475140510255,0.0824500136312716,0.0503623026943371,0.0333039529475218
"nrTP","COB452:250107909",0.214148474720085,-0.0181893289112564,-0.321310340696798,0.129841411795394,-2.27590988520104,-8.19155880441135,7.26083822997111e-05,-0.0346422689663976,-0.0349692378054757,-0.0240033554171124,0.0498099256443583
"nrTP","COB474:250107927",0.0840574433642726,0.0651902769853693,0.114701693709853,0.152526167816268,-4.99601359500394,0.0594917440699215,0.0131002746083104,-0.0754029189937086,-0.0769141186943809,-0.0965222916516065,0.0308187373586132
"nrTP","COB475:250107987",0.475683407227669,-0.0129092043797236,-0.276155024481935,0.495482989005847,-5.13484855741356,12.2148692953667,0.0132676659420385,0.0522899183536888,0.0850240315169041,0.0240874309927549,0.163552320283097
"nrTP","COB477:250107933",0.255647981481877,0.0456303293297454,-0.111449269413086,0.649766052996007,-2.57989287631683,-4.5246459257116,-0.02459326017677,-0.0255200742431773,-0.0606337684031435,-0.0265447871580685,-0.0519412938530703
"nrTP","COB479:250107962",0.244371920398446,0.0246178888519354,0.261164911327529,0.264957937233201,15.7473234238637,-2.79598274045288,-0.0120164849377946,0.0675338614578804,-0.0290988791073305,-0.0428823050389152,0.0958187666011107
"nrTP","COB5104:250107932",0.166382041504295,0.0654404291322173,0.112476116204937,0.153789210468306,-0.117579412185904,-9.99405778575472,-0.047782444089091,-0.204434216174218,-0.171611007283695,-0.0299903146425264,-0.0698928915649507
"nrTP","COB511:250399801",0.23258734600547,0.00237110787938702,0.311426068052595,0.288323142582745,13.7658688937705,1.38985775280817,-0.00397169765034658,0.0104677580651655,-0.105428320306235,-0.132876479777887,0.0570628028229797
"nrTP","COB512:250107916",0.322785827277168,0.0100799196847756,0.354540450963022,0.285109737841598,14.0063433214854,2.8201947341728,-0.0019006695404623,0.00485887694070103,-0.113838904725281,-0.135523482751761,0.0554118497565362
"nrTP","COB517:250107949",-0.748776287162497,-0.135108718497944,-0.127889251821351,0.269985073159169,22.2442073004926,-15.6242346991313,0.0111309829578463,0.0150567284611881,0.122124401715198,-0.0045243635834676,0.0827486568793994
"nrTP","COB524:250107937",-0.225033930990447,-0.0556474471570491,-0.0723319091329681,-0.0706913098562241,6.26260223102892,0.920914924381646,0.0230233974018772,-0.0910780447458574,0.157176800030422,0.0802095054835337,0.102839279879961
"nrTP","COB528:250107939",0.286359586707346,-0.0147775819671144,-0.227051845166826,0.669578997951991,-8.66912753679076,-8.83694372472747,0.0164807334977371,-0.00847147994819792,0.0559623060603516,0.0263559473415922,0.139485806570524
"nrTP","COB536:250134468",0.0185795617629419,0.0490078915000113,0.548101449056707,0.483550301204954,6.98591414278375,-2.20717521031601,0.0121249482714302,-0.0302538137664293,0.00585012813895353,-0.0337466808350129,0.0633690673806347
"nrTP","COB54:250107982",-0.0648034928475867,0.0340296439227799,0.510127886284108,0.466744865785313,11.9484301262324,3.71415904527661,0.0041530359084955,-0.0148135158529621,0.00944597199578348,-0.0188153699485037,0.0749338426261572
"nrTP","COB544:250107930",-0.317175260853393,-0.0517204433215709,-0.086080092402782,-0.107107108337106,6.7028869999372,0.12822028940402,0.0233936062988925,-0.0879276659862554,0.158240970995716,0.0797507341590999,0.108698284501905
"nrTP","COB548:250107988",0.360780839055887,-0.0129501286073894,0.300496575204712,0.303386833458318,16.7574340954363,3.83023101269147,-0.00595356648238625,0.008484210321552,-0.121096667710748,-0.136869172364836,0.0546526613796851
"nrTP","COB553:250107966",0.0667688705642598,2.38456697566058e-05,0.322915120282938,0.25675459311763,12.9836709447816,2.61989579888761,-0.0159539887251185,0.0182554386672451,-0.13167379367402,-0.122743026382398,0.0539910003120538
"nrTP","COB557:250107999",-0.146016968619475,0.0218595596926722,0.301982194770136,0.336517720804271,-4.08741964424176,-8.05342348994014,-0.0130564549476736,0.0732965564501237,-0.035156333626526,-0.0200166176752418,0.0657503224856135
